filename,width,height,class,xmin,ymin,xmax,ymax
frame103.jpg,1920,1080,motor,1124,241,1165,305
frame102.jpg,1920,1080,motor,1125,239,1159,301
frame102.jpg,1920,1080,mobil,189,645,559,1059
frame102.jpg,1920,1080,mobil,980,518,1209,797
frame102.jpg,1920,1080,mobil,1143,397,1323,587
frame102.jpg,1920,1080,mobil,1073,325,1203,434
frame102.jpg,1920,1080,mobil,901,296,1012,409
frame102.jpg,1920,1080,mobil,884,228,961,312
frame102.jpg,1920,1080,mobil,785,229,874,320
frame101.jpg,1920,1080,mobil,218,639,556,1057
frame101.jpg,1920,1080,mobil,989,512,1211,803
frame101.jpg,1920,1080,mobil,1139,405,1311,593
frame101.jpg,1920,1080,mobil,1071,323,1198,442
frame101.jpg,1920,1080,mobil,903,296,1014,410
frame101.jpg,1920,1080,mobil,884,225,962,314
frame101.jpg,1920,1080,mobil,789,234,869,306
frame101.jpg,1920,1080,motor,1118,242,1160,296
frame100.jpg,1920,1080,motor,1126,238,1156,298
frame100.jpg,1920,1080,mobil,219,636,557,1019
frame100.jpg,1920,1080,mobil,970,511,1206,795
frame100.jpg,1920,1080,mobil,1134,402,1312,574
frame100.jpg,1920,1080,mobil,1064,319,1203,436
frame100.jpg,1920,1080,mobil,903,293,1006,411
frame100.jpg,1920,1080,mobil,892,225,950,315
frame100.jpg,1920,1080,mobil,789,236,864,303
frame10.jpg,1920,1080,mobil,455,352,603,503
frame10.jpg,1920,1080,mobil,628,282,752,388
frame10.jpg,1920,1080,mobil,725,362,841,484
frame10.jpg,1920,1080,mobil,639,505,835,796
frame10.jpg,1920,1080,mobil,924,425,1066,577
frame10.jpg,1920,1080,mobil,1241,368,1392,551
frame10.jpg,1920,1080,mobil,1083,296,1189,420
frame10.jpg,1920,1080,mobil,915,262,1019,371
frame10.jpg,1920,1080,mobil,1012,228,1088,325
frame10.jpg,1920,1080,mobil,978,205,1038,261
frame10.jpg,1920,1080,mobil,883,201,962,274
frame10.jpg,1920,1080,mobil,776,192,848,282
frame10.jpg,1920,1080,motor,1509,768,1666,1019
frame10.jpg,1920,1080,motor,971,595,1048,775
frame10.jpg,1920,1080,motor,326,546,412,730
frame1.jpg,1920,1080,motor,919,784,1034,1075
frame1.jpg,1920,1080,motor,1393,639,1516,873
frame1.jpg,1920,1080,motor,969,505,1062,669
frame1.jpg,1920,1080,motor,378,478,457,656
frame1.jpg,1920,1080,mobil,659,462,833,737
frame1.jpg,1920,1080,mobil,475,329,621,480
frame1.jpg,1920,1080,mobil,653,261,759,380
frame1.jpg,1920,1080,mobil,732,339,837,455
frame1.jpg,1920,1080,mobil,907,387,1052,532
frame1.jpg,1920,1080,mobil,1207,346,1353,500
frame1.jpg,1920,1080,mobil,1074,289,1168,395
frame1.jpg,1920,1080,mobil,916,248,1009,355
frame1.jpg,1920,1080,mobil,1006,225,1082,302
frame1.jpg,1920,1080,mobil,775,198,846,260
frame1.jpg,1920,1080,mobil,869,192,937,262
frame1.jpg,1920,1080,mobil,970,196,1024,253
frame0.jpg,1920,1080,motor,916,779,1037,1050
frame0.jpg,1920,1080,motor,1380,637,1496,862
frame0.jpg,1920,1080,motor,973,496,1052,660
frame0.jpg,1920,1080,motor,385,475,461,642
frame0.jpg,1920,1080,mobil,655,457,843,729
frame0.jpg,1920,1080,mobil,493,320,624,486
frame0.jpg,1920,1080,mobil,653,259,761,383
frame0.jpg,1920,1080,mobil,732,329,851,459
frame0.jpg,1920,1080,mobil,906,377,1060,523
frame0.jpg,1920,1080,mobil,1197,339,1351,497
frame0.jpg,1920,1080,mobil,1066,278,1175,397
frame0.jpg,1920,1080,mobil,911,241,1010,356
frame0.jpg,1920,1080,mobil,998,219,1084,309
frame0.jpg,1920,1080,mobil,871,192,941,269
frame0.jpg,1920,1080,mobil,774,188,839,262
frame0.jpg,1920,1080,mobil,962,197,1028,264
frame129.jpg,1920,1080,mobil,1039,729,1408,1080
frame129.jpg,1920,1080,mobil,1244,528,1500,798
frame129.jpg,1920,1080,mobil,1150,393,1334,566
frame129.jpg,1920,1080,mobil,906,337,1035,486
frame129.jpg,1920,1080,mobil,894,256,970,348
frame129.jpg,1920,1080,mobil,971,229,1046,303
frame129.jpg,1920,1080,mobil,783,248,875,329
frame129.jpg,1920,1080,mobil,782,207,841,270
frame129.jpg,1920,1080,mobil,942,187,1002,257
frame129.jpg,1920,1080,mobil,989,175,1035,228
frame129.jpg,1920,1080,motor,1198,280,1237,365
frame129.jpg,1920,1080,motor,875,238,910,298
frame129.jpg,1920,1080,motor,743,206,778,266
frame128.jpg,1920,1080,motor,744,209,774,268
frame128.jpg,1920,1080,motor,879,236,907,296
frame128.jpg,1920,1080,motor,1196,289,1228,356
frame128.jpg,1920,1080,mobil,1029,724,1390,1080
frame128.jpg,1920,1080,mobil,1242,524,1498,778
frame128.jpg,1920,1080,mobil,1141,401,1302,539
frame128.jpg,1920,1080,mobil,909,338,1034,491
frame128.jpg,1920,1080,mobil,887,255,976,346
frame128.jpg,1920,1080,mobil,976,232,1048,291
frame128.jpg,1920,1080,mobil,787,245,866,325
frame128.jpg,1920,1080,mobil,780,205,847,283
frame128.jpg,1920,1080,mobil,948,189,1001,256
frame128.jpg,1920,1080,mobil,985,175,1029,218
frame127.jpg,1920,1080,mobil,1038,698,1393,1080
frame127.jpg,1920,1080,mobil,1232,515,1474,769
frame127.jpg,1920,1080,mobil,1139,398,1296,537
frame127.jpg,1920,1080,mobil,910,337,1042,477
frame127.jpg,1920,1080,mobil,889,253,973,347
frame127.jpg,1920,1080,mobil,788,247,874,332
frame127.jpg,1920,1080,mobil,974,236,1052,301
frame127.jpg,1920,1080,mobil,935,178,993,256
frame127.jpg,1920,1080,mobil,988,175,1039,229
frame127.jpg,1920,1080,mobil,788,207,838,266
frame127.jpg,1920,1080,motor,1185,278,1221,355
frame127.jpg,1920,1080,motor,878,236,903,300
frame127.jpg,1920,1080,motor,743,206,774,265
frame126.jpg,1920,1080,motor,1183,282,1230,360
frame126.jpg,1920,1080,motor,876,233,914,300
frame126.jpg,1920,1080,motor,744,203,775,262
frame126.jpg,1920,1080,mobil,1043,705,1382,1080
frame126.jpg,1920,1080,mobil,1228,515,1480,762
frame126.jpg,1920,1080,mobil,1130,392,1301,527
frame126.jpg,1920,1080,mobil,916,336,1039,471
frame126.jpg,1920,1080,mobil,892,247,975,348
frame126.jpg,1920,1080,mobil,979,232,1051,300
frame126.jpg,1920,1080,mobil,787,251,871,328
frame126.jpg,1920,1080,mobil,775,214,846,274
frame126.jpg,1920,1080,mobil,941,182,997,247
frame126.jpg,1920,1080,mobil,989,174,1039,225
frame125.jpg,1920,1080,mobil,1037,702,1369,1080
frame125.jpg,1920,1080,mobil,1241,515,1475,752
frame125.jpg,1920,1080,mobil,1134,389,1294,519
frame125.jpg,1920,1080,mobil,903,330,1044,470
frame125.jpg,1920,1080,mobil,891,252,969,337
frame125.jpg,1920,1080,mobil,796,242,873,329
frame125.jpg,1920,1080,mobil,968,232,1050,302
frame125.jpg,1920,1080,mobil,939,186,993,247
frame125.jpg,1920,1080,mobil,988,180,1043,224
frame125.jpg,1920,1080,mobil,783,211,847,274
frame125.jpg,1920,1080,motor,1179,274,1216,350
frame125.jpg,1920,1080,motor,875,241,910,309
frame125.jpg,1920,1080,motor,743,206,774,265
frame124.jpg,1920,1080,motor,743,200,773,260
frame124.jpg,1920,1080,motor,876,234,907,300
frame124.jpg,1920,1080,motor,1175,273,1216,352
frame124.jpg,1920,1080,mobil,1046,679,1374,1080
frame124.jpg,1920,1080,mobil,1218,502,1468,750
frame124.jpg,1920,1080,mobil,1129,391,1280,520
frame124.jpg,1920,1080,mobil,918,328,1038,468
frame124.jpg,1920,1080,mobil,894,241,965,350
frame124.jpg,1920,1080,mobil,791,251,873,327
frame124.jpg,1920,1080,mobil,783,206,834,257
frame124.jpg,1920,1080,mobil,975,225,1034,295
frame124.jpg,1920,1080,mobil,935,184,996,252
frame124.jpg,1920,1080,mobil,985,171,1034,223
frame123.jpg,1920,1080,mobil,1023,670,1372,1080
frame123.jpg,1920,1080,mobil,1214,496,1447,732
frame123.jpg,1920,1080,mobil,1126,378,1276,511
frame123.jpg,1920,1080,mobil,905,329,1035,464
frame123.jpg,1920,1080,mobil,889,252,976,339
frame123.jpg,1920,1080,mobil,970,224,1044,295
frame123.jpg,1920,1080,mobil,788,250,865,319
frame123.jpg,1920,1080,mobil,938,183,992,241
frame123.jpg,1920,1080,mobil,992,178,1032,221
frame123.jpg,1920,1080,mobil,782,210,835,271
frame123.jpg,1920,1080,motor,1180,274,1215,352
frame123.jpg,1920,1080,motor,739,206,775,262
frame123.jpg,1920,1080,motor,871,237,905,284
frame122.jpg,1920,1080,motor,743,200,771,264
frame122.jpg,1920,1080,motor,875,230,906,297
frame122.jpg,1920,1080,motor,1174,275,1211,337
frame122.jpg,1920,1080,mobil,1015,653,1350,1080
frame122.jpg,1920,1080,mobil,1216,489,1447,732
frame122.jpg,1920,1080,mobil,1118,370,1266,528
frame122.jpg,1920,1080,mobil,910,327,1032,452
frame122.jpg,1920,1080,mobil,888,245,971,334
frame122.jpg,1920,1080,mobil,974,224,1038,295
frame122.jpg,1920,1080,mobil,783,243,873,325
frame122.jpg,1920,1080,mobil,932,183,988,246
frame122.jpg,1920,1080,mobil,988,177,1034,223
frame121.jpg,1920,1080,mobil,787,242,868,328
frame121.jpg,1920,1080,mobil,1025,648,1343,1080
frame121.jpg,1920,1080,mobil,1212,486,1424,720
frame121.jpg,1920,1080,mobil,1123,374,1269,505
frame121.jpg,1920,1080,mobil,906,332,1025,459
frame121.jpg,1920,1080,mobil,888,247,971,337
frame121.jpg,1920,1080,mobil,970,227,1041,295
frame121.jpg,1920,1080,mobil,939,184,997,253
frame121.jpg,1920,1080,mobil,989,173,1039,218
frame121.jpg,1920,1080,motor,1170,262,1210,361
frame121.jpg,1920,1080,motor,869,233,909,303
frame121.jpg,1920,1080,motor,746,201,775,260
frame120.jpg,1920,1080,motor,738,195,776,269
frame120.jpg,1920,1080,motor,875,232,903,295
frame120.jpg,1920,1080,motor,1169,274,1221,353
frame120.jpg,1920,1080,mobil,1019,639,1325,1069
frame120.jpg,1920,1080,mobil,1202,473,1430,718
frame120.jpg,1920,1080,mobil,1116,370,1262,512
frame120.jpg,1920,1080,mobil,909,321,1034,451
frame120.jpg,1920,1080,mobil,884,243,971,330
frame120.jpg,1920,1080,mobil,791,241,878,320
frame120.jpg,1920,1080,mobil,970,224,1034,287
frame120.jpg,1920,1080,mobil,938,180,997,243
frame120.jpg,1920,1080,mobil,983,173,1033,223
frame12.jpg,1920,1080,mobil,653,528,826,833
frame12.jpg,1920,1080,mobil,461,362,594,510
frame12.jpg,1920,1080,mobil,633,280,726,396
frame12.jpg,1920,1080,mobil,726,369,833,470
frame12.jpg,1920,1080,mobil,926,430,1076,566
frame12.jpg,1920,1080,mobil,1259,374,1391,537
frame12.jpg,1920,1080,mobil,1084,302,1174,421
frame12.jpg,1920,1080,mobil,926,271,1026,369
frame12.jpg,1920,1080,mobil,1007,232,1115,324
frame12.jpg,1920,1080,mobil,978,203,1030,260
frame12.jpg,1920,1080,mobil,879,203,952,273
frame12.jpg,1920,1080,mobil,783,200,862,264
frame12.jpg,1920,1080,motor,1533,802,1715,1075
frame12.jpg,1920,1080,motor,968,619,1060,782
frame12.jpg,1920,1080,motor,310,560,397,745
frame119.jpg,1920,1080,mobil,1010,653,1320,1034
frame119.jpg,1920,1080,mobil,1212,473,1418,698
frame119.jpg,1920,1080,mobil,1111,370,1259,498
frame119.jpg,1920,1080,mobil,905,325,1026,447
frame119.jpg,1920,1080,mobil,896,247,965,333
frame119.jpg,1920,1080,mobil,794,242,868,311
frame119.jpg,1920,1080,mobil,969,228,1037,297
frame119.jpg,1920,1080,mobil,948,174,993,239
frame119.jpg,1920,1080,mobil,993,171,1034,216
frame119.jpg,1920,1080,motor,1169,274,1198,333
frame119.jpg,1920,1080,motor,871,230,910,287
frame119.jpg,1920,1080,motor,748,198,773,260
frame118.jpg,1920,1080,motor,741,202,774,262
frame118.jpg,1920,1080,motor,873,229,902,284
frame118.jpg,1920,1080,motor,1164,265,1197,333
frame118.jpg,1920,1080,mobil,1007,623,1321,1020
frame118.jpg,1920,1080,mobil,1194,469,1412,682
frame118.jpg,1920,1080,mobil,1115,369,1256,489
frame118.jpg,1920,1080,mobil,918,324,1026,464
frame118.jpg,1920,1080,mobil,892,246,969,332
frame118.jpg,1920,1080,mobil,975,223,1024,286
frame118.jpg,1920,1080,mobil,787,243,861,312
frame118.jpg,1920,1080,mobil,938,179,988,239
frame118.jpg,1920,1080,mobil,989,169,1026,216
frame117.jpg,1920,1080,mobil,1018,625,1298,1010
frame117.jpg,1920,1080,mobil,1197,469,1415,686
frame117.jpg,1920,1080,mobil,1107,360,1260,488
frame117.jpg,1920,1080,mobil,901,321,1028,445
frame117.jpg,1920,1080,mobil,885,242,968,324
frame117.jpg,1920,1080,mobil,782,237,873,314
frame117.jpg,1920,1080,mobil,962,220,1041,296
frame117.jpg,1920,1080,mobil,928,178,997,245
frame117.jpg,1920,1080,mobil,985,170,1030,220
frame117.jpg,1920,1080,motor,1157,257,1196,334
frame117.jpg,1920,1080,motor,874,233,907,292
frame117.jpg,1920,1080,motor,734,198,776,265
frame116.jpg,1920,1080,motor,742,200,770,259
frame116.jpg,1920,1080,motor,868,232,910,287
frame116.jpg,1920,1080,motor,1162,262,1198,334
frame116.jpg,1920,1080,mobil,1000,605,1307,1005
frame116.jpg,1920,1080,mobil,1189,462,1405,677
frame116.jpg,1920,1080,mobil,1106,365,1260,496
frame116.jpg,1920,1080,mobil,902,316,1032,445
frame116.jpg,1920,1080,mobil,892,246,973,327
frame116.jpg,1920,1080,mobil,791,234,871,314
frame116.jpg,1920,1080,mobil,970,218,1038,279
frame116.jpg,1920,1080,mobil,935,182,993,246
frame116.jpg,1920,1080,mobil,982,171,1037,220
frame115.jpg,1920,1080,mobil,57,830,454,1080
frame115.jpg,1920,1080,mobil,1010,602,1287,962
frame115.jpg,1920,1080,mobil,1191,450,1396,669
frame115.jpg,1920,1080,mobil,1096,362,1244,483
frame115.jpg,1920,1080,mobil,905,315,1024,439
frame115.jpg,1920,1080,mobil,888,246,969,337
frame115.jpg,1920,1080,mobil,787,239,869,318
frame115.jpg,1920,1080,mobil,969,223,1023,275
frame115.jpg,1920,1080,mobil,935,183,983,243
frame115.jpg,1920,1080,mobil,991,177,1021,209
frame115.jpg,1920,1080,motor,1151,257,1197,336
frame115.jpg,1920,1080,motor,865,223,914,287
frame115.jpg,1920,1080,motor,739,197,775,259
frame114.jpg,1920,1080,motor,1151,255,1188,339
frame114.jpg,1920,1080,motor,868,232,909,284
frame114.jpg,1920,1080,motor,748,191,770,250
frame114.jpg,1920,1080,mobil,26,805,473,1080
frame114.jpg,1920,1080,mobil,1005,600,1312,975
frame114.jpg,1920,1080,mobil,1178,447,1388,660
frame114.jpg,1920,1080,mobil,1103,361,1234,471
frame114.jpg,1920,1080,mobil,902,307,1018,436
frame114.jpg,1920,1080,mobil,889,237,968,327
frame114.jpg,1920,1080,mobil,969,221,1029,283
frame114.jpg,1920,1080,mobil,788,241,871,315
frame114.jpg,1920,1080,mobil,938,182,984,247
frame114.jpg,1920,1080,mobil,984,182,1033,224
frame138.jpg,1920,1080,motor,742,206,769,269
frame138.jpg,1920,1080,motor,879,246,909,302
frame138.jpg,1920,1080,motor,1229,314,1261,388
frame138.jpg,1920,1080,motor,1168,291,1206,373
frame138.jpg,1920,1080,motor,1064,205,1097,243
frame138.jpg,1920,1080,mobil,1288,583,1621,927
frame138.jpg,1920,1080,mobil,1175,430,1366,602
frame138.jpg,1920,1080,mobil,915,356,1052,509
frame138.jpg,1920,1080,mobil,897,261,987,361
frame138.jpg,1920,1080,mobil,978,236,1062,312
frame138.jpg,1920,1080,mobil,787,255,878,338
frame138.jpg,1920,1080,mobil,783,218,844,278
frame138.jpg,1920,1080,mobil,942,183,997,256
frame138.jpg,1920,1080,mobil,991,177,1044,232
frame137.jpg,1920,1080,mobil,1092,833,1409,1080
frame137.jpg,1920,1080,mobil,1282,595,1583,891
frame137.jpg,1920,1080,mobil,1179,443,1364,591
frame137.jpg,1920,1080,mobil,920,364,1041,500
frame137.jpg,1920,1080,mobil,900,260,976,365
frame137.jpg,1920,1080,mobil,985,246,1057,311
frame137.jpg,1920,1080,mobil,784,256,874,337
frame137.jpg,1920,1080,mobil,774,211,844,280
frame137.jpg,1920,1080,mobil,950,195,1010,264
frame137.jpg,1920,1080,mobil,996,183,1037,227
frame137.jpg,1920,1080,motor,1224,305,1264,388
frame137.jpg,1920,1080,motor,1168,287,1201,371
frame137.jpg,1920,1080,motor,1061,203,1092,245
frame137.jpg,1920,1080,motor,743,211,770,270
frame137.jpg,1920,1080,motor,879,239,919,309
frame136.jpg,1920,1080,motor,739,211,768,269
frame136.jpg,1920,1080,motor,879,245,911,301
frame136.jpg,1920,1080,motor,1161,283,1197,366
frame136.jpg,1920,1080,motor,1220,301,1260,387
frame136.jpg,1920,1080,mobil,1069,827,1423,1080
frame136.jpg,1920,1080,mobil,1291,574,1578,870
frame136.jpg,1920,1080,mobil,1171,429,1350,578
frame136.jpg,1920,1080,mobil,918,362,1042,497
frame136.jpg,1920,1080,mobil,893,261,975,357
frame136.jpg,1920,1080,mobil,979,234,1056,315
frame136.jpg,1920,1080,mobil,941,191,1003,251
frame136.jpg,1920,1080,mobil,993,182,1037,227
frame136.jpg,1920,1080,mobil,782,259,892,345
frame136.jpg,1920,1080,mobil,782,221,846,270
frame135.jpg,1920,1080,mobil,1080,823,1408,1080
frame135.jpg,1920,1080,mobil,1284,573,1568,862
frame135.jpg,1920,1080,mobil,1169,432,1350,582
frame135.jpg,1920,1080,mobil,925,357,1038,501
frame135.jpg,1920,1080,mobil,901,264,975,359
frame135.jpg,1920,1080,mobil,789,251,870,334
frame135.jpg,1920,1080,mobil,982,247,1053,305
frame135.jpg,1920,1080,mobil,942,188,1006,260
frame135.jpg,1920,1080,mobil,994,183,1037,221
frame135.jpg,1920,1080,mobil,783,214,838,269
frame135.jpg,1920,1080,motor,1212,303,1256,380
frame135.jpg,1920,1080,motor,1159,283,1193,359
frame135.jpg,1920,1080,motor,882,243,909,309
frame135.jpg,1920,1080,motor,735,210,774,273
frame134.jpg,1920,1080,motor,741,209,778,270
frame134.jpg,1920,1080,motor,882,239,909,305
frame134.jpg,1920,1080,motor,1215,293,1250,377
frame134.jpg,1920,1080,mobil,1066,806,1421,1080
frame134.jpg,1920,1080,mobil,1265,566,1553,850
frame134.jpg,1920,1080,mobil,1162,415,1333,579
frame134.jpg,1920,1080,mobil,918,348,1043,498
frame134.jpg,1920,1080,mobil,894,257,979,362
frame134.jpg,1920,1080,mobil,783,251,871,330
frame134.jpg,1920,1080,mobil,988,238,1046,307
frame134.jpg,1920,1080,mobil,942,186,1005,252
frame134.jpg,1920,1080,mobil,989,174,1037,224
frame134.jpg,1920,1080,mobil,788,215,838,269
frame133.jpg,1920,1080,mobil,1062,784,1405,1080
frame133.jpg,1920,1080,mobil,1262,552,1539,836
frame133.jpg,1920,1080,mobil,1160,415,1329,562
frame133.jpg,1920,1080,mobil,911,348,1047,502
frame133.jpg,1920,1080,mobil,892,260,983,352
frame133.jpg,1920,1080,mobil,976,237,1057,306
frame133.jpg,1920,1080,mobil,787,251,876,336
frame133.jpg,1920,1080,mobil,775,214,846,266
frame133.jpg,1920,1080,mobil,939,182,1006,255
frame133.jpg,1920,1080,mobil,991,177,1030,225
frame133.jpg,1920,1080,motor,1207,293,1253,377
frame133.jpg,1920,1080,motor,880,243,911,310
frame133.jpg,1920,1080,motor,737,209,778,268
frame132.jpg,1920,1080,motor,744,212,774,269
frame132.jpg,1920,1080,motor,876,236,907,298
frame132.jpg,1920,1080,motor,1202,295,1251,379
frame132.jpg,1920,1080,mobil,1055,765,1387,1080
frame132.jpg,1920,1080,mobil,1260,547,1535,834
frame132.jpg,1920,1080,mobil,1156,416,1338,564
frame132.jpg,1920,1080,mobil,912,347,1046,497
frame132.jpg,1920,1080,mobil,889,256,979,359
frame132.jpg,1920,1080,mobil,974,233,1051,306
frame132.jpg,1920,1080,mobil,785,251,879,334
